"Notes"	"County"	"id"	"Month"	"Month Code"	daily_max_air_temp_f
	"Seminole County, OK"	"40133"	"Apr"	"4"	71.15
	"Seminole County, OK"	"40133"	"May"	"5"	79.37
	"Seminole County, OK"	"40133"	"Jun"	"6"	87.91
	"Seminole County, OK"	"40133"	"Jul"	"7"	94.51
	"Seminole County, OK"	"40133"	"Aug"	"8"	95.27
	"Seminole County, OK"	"40133"	"Sep"	"9"	85.83
	"Seminole County, OK"	"40133"	"Oct"	"10"	74.33
	"Seminole County, OK"	"40133"	"Nov"	"11"	61.51
	"Seminole County, OK"	"40133"	"Dec"	"12"	50.08
"Total"	"Seminole County, OK"	"40133"			71.99
	"Sequoyah County, OK"	"40135"	"Jan"	"1"	47.64
	"Sequoyah County, OK"	"40135"	"Feb"	"2"	52.79
	"Sequoyah County, OK"	"40135"	"Mar"	"3"	62.30
	"Sequoyah County, OK"	"40135"	"Apr"	"4"	70.65
	"Sequoyah County, OK"	"40135"	"May"	"5"	78.27
	"Sequoyah County, OK"	"40135"	"Jun"	"6"	86.13
	"Sequoyah County, OK"	"40135"	"Jul"	"7"	91.85
	"Sequoyah County, OK"	"40135"	"Aug"	"8"	92.48
	"Sequoyah County, OK"	"40135"	"Sep"	"9"	84.32
	"Sequoyah County, OK"	"40135"	"Oct"	"10"	73.62
	"Sequoyah County, OK"	"40135"	"Nov"	"11"	61.22
	"Sequoyah County, OK"	"40135"	"Dec"	"12"	50.09
"Total"	"Sequoyah County, OK"	"40135"			71.03
	"Stephens County, OK"	"40137"	"Jan"	"1"	50.30
	"Stephens County, OK"	"40137"	"Feb"	"2"	55.07
	"Stephens County, OK"	"40137"	"Mar"	"3"	64.83
	"Stephens County, OK"	"40137"	"Apr"	"4"	73.72
	"Stephens County, OK"	"40137"	"May"	"5"	82.74
	"Stephens County, OK"	"40137"	"Jun"	"6"	91.16
	"Stephens County, OK"	"40137"	"Jul"	"7"	96.97
	"Stephens County, OK"	"40137"	"Aug"	"8"	96.89
	"Stephens County, OK"	"40137"	"Sep"	"9"	87.56
	"Stephens County, OK"	"40137"	"Oct"	"10"	76.00
	"Stephens County, OK"	"40137"	"Nov"	"11"	63.02
	"Stephens County, OK"	"40137"	"Dec"	"12"	51.90
"Total"	"Stephens County, OK"	"40137"			74.27
	"Texas County, OK"	"40139"	"Jan"	"1"	46.07
	"Texas County, OK"	"40139"	"Feb"	"2"	50.65
	"Texas County, OK"	"40139"	"Mar"	"3"	60.81
	"Texas County, OK"	"40139"	"Apr"	"4"	70.63
	"Texas County, OK"	"40139"	"May"	"5"	80.58
	"Texas County, OK"	"40139"	"Jun"	"6"	90.83
	"Texas County, OK"	"40139"	"Jul"	"7"	95.28
	"Texas County, OK"	"40139"	"Aug"	"8"	93.52
	"Texas County, OK"	"40139"	"Sep"	"9"	85.13
	"Texas County, OK"	"40139"	"Oct"	"10"	72.55
	"Texas County, OK"	"40139"	"Nov"	"11"	58.61
	"Texas County, OK"	"40139"	"Dec"	"12"	47.22
"Total"	"Texas County, OK"	"40139"			71.08
	"Tillman County, OK"	"40141"	"Jan"	"1"	51.36
	"Tillman County, OK"	"40141"	"Feb"	"2"	56.23
	"Tillman County, OK"	"40141"	"Mar"	"3"	66.08
	"Tillman County, OK"	"40141"	"Apr"	"4"	75.82
	"Tillman County, OK"	"40141"	"May"	"5"	85.46
	"Tillman County, OK"	"40141"	"Jun"	"6"	93.93
	"Tillman County, OK"	"40141"	"Jul"	"7"	98.45
	"Tillman County, OK"	"40141"	"Aug"	"8"	97.87
	"Tillman County, OK"	"40141"	"Sep"	"9"	88.99
	"Tillman County, OK"	"40141"	"Oct"	"10"	77.40
	"Tillman County, OK"	"40141"	"Nov"	"11"	63.85
	"Tillman County, OK"	"40141"	"Dec"	"12"	52.62
"Total"	"Tillman County, OK"	"40141"			75.76
	"Tulsa County, OK"	"40143"	"Jan"	"1"	45.27
	"Tulsa County, OK"	"40143"	"Feb"	"2"	50.67
	"Tulsa County, OK"	"40143"	"Mar"	"3"	61.33
	"Tulsa County, OK"	"40143"	"Apr"	"4"	70.37
	"Tulsa County, OK"	"40143"	"May"	"5"	78.58
	"Tulsa County, OK"	"40143"	"Jun"	"6"	87.30
	"Tulsa County, OK"	"40143"	"Jul"	"7"	94.46
	"Tulsa County, OK"	"40143"	"Aug"	"8"	94.92
	"Tulsa County, OK"	"40143"	"Sep"	"9"	85.49
	"Tulsa County, OK"	"40143"	"Oct"	"10"	73.68
	"Tulsa County, OK"	"40143"	"Nov"	"11"	60.29
	"Tulsa County, OK"	"40143"	"Dec"	"12"	48.11
"Total"	"Tulsa County, OK"	"40143"			70.97
	"Wagoner County, OK"	"40145"	"Jan"	"1"	46.05
	"Wagoner County, OK"	"40145"	"Feb"	"2"	51.44
	"Wagoner County, OK"	"40145"	"Mar"	"3"	61.69
	"Wagoner County, OK"	"40145"	"Apr"	"4"	70.54
	"Wagoner County, OK"	"40145"	"May"	"5"	78.53
	"Wagoner County, OK"	"40145"	"Jun"	"6"	87.19
	"Wagoner County, OK"	"40145"	"Jul"	"7"	94.18
	"Wagoner County, OK"	"40145"	"Aug"	"8"	94.80
	"Wagoner County, OK"	"40145"	"Sep"	"9"	85.51
	"Wagoner County, OK"	"40145"	"Oct"	"10"	73.95
	"Wagoner County, OK"	"40145"	"Nov"	"11"	60.75
	"Wagoner County, OK"	"40145"	"Dec"	"12"	48.84
"Total"	"Wagoner County, OK"	"40145"			71.22
	"Washington County, OK"	"40147"	"Jan"	"1"	43.67
	"Washington County, OK"	"40147"	"Feb"	"2"	49.10
	"Washington County, OK"	"40147"	"Mar"	"3"	60.21
	"Washington County, OK"	"40147"	"Apr"	"4"	69.51
	"Washington County, OK"	"40147"	"May"	"5"	77.74
	"Washington County, OK"	"40147"	"Jun"	"6"	86.76
	"Washington County, OK"	"40147"	"Jul"	"7"	94.07
	"Washington County, OK"	"40147"	"Aug"	"8"	94.45
	"Washington County, OK"	"40147"	"Sep"	"9"	84.99
	"Washington County, OK"	"40147"	"Oct"	"10"	72.86
	"Washington County, OK"	"40147"	"Nov"	"11"	59.17
	"Washington County, OK"	"40147"	"Dec"	"12"	46.67
"Total"	"Washington County, OK"	"40147"			70.03
	"Washita County, OK"	"40149"	"Jan"	"1"	47.98
	"Washita County, OK"	"40149"	"Feb"	"2"	52.76
	"Washita County, OK"	"40149"	"Mar"	"3"	62.65
	"Washita County, OK"	"40149"	"Apr"	"4"	72.60
	"Washita County, OK"	"40149"	"May"	"5"	82.50
	"Washita County, OK"	"40149"	"Jun"	"6"	91.27
	"Washita County, OK"	"40149"	"Jul"	"7"	96.50
	"Washita County, OK"	"40149"	"Aug"	"8"	95.76
	"Washita County, OK"	"40149"	"Sep"	"9"	86.63
	"Washita County, OK"	"40149"	"Oct"	"10"	74.43
	"Washita County, OK"	"40149"	"Nov"	"11"	60.67
	"Washita County, OK"	"40149"	"Dec"	"12"	49.32
"Total"	"Washita County, OK"	"40149"			72.85
	"Woods County, OK"	"40151"	"Jan"	"1"	44.18
	"Woods County, OK"	"40151"	"Feb"	"2"	49.29
	"Woods County, OK"	"40151"	"Mar"	"3"	60.05
	"Woods County, OK"	"40151"	"Apr"	"4"	70.63
	"Woods County, OK"	"40151"	"May"	"5"	80.82
	"Woods County, OK"	"40151"	"Jun"	"6"	90.82
	"Woods County, OK"	"40151"	"Jul"	"7"	96.84
	"Woods County, OK"	"40151"	"Aug"	"8"	95.52
	"Woods County, OK"	"40151"	"Sep"	"9"	86.28
	"Woods County, OK"	"40151"	"Oct"	"10"	73.02
	"Woods County, OK"	"40151"	"Nov"	"11"	58.60
	"Woods County, OK"	"40151"	"Dec"	"12"	46.00
"Total"	"Woods County, OK"	"40151"			71.11
	"Woodward County, OK"	"40153"	"Jan"	"1"	44.72
	"Woodward County, OK"	"40153"	"Feb"	"2"	49.61
	"Woodward County, OK"	"40153"	"Mar"	"3"	60.15
	"Woodward County, OK"	"40153"	"Apr"	"4"	70.50
	"Woodward County, OK"	"40153"	"May"	"5"	80.40
	"Woodward County, OK"	"40153"	"Jun"	"6"	90.12
	"Woodward County, OK"	"40153"	"Jul"	"7"	95.87
	"Woodward County, OK"	"40153"	"Aug"	"8"	94.83
	"Woodward County, OK"	"40153"	"Sep"	"9"	85.80
	"Woodward County, OK"	"40153"	"Oct"	"10"	72.88
	"Woodward County, OK"	"40153"	"Nov"	"11"	58.69
	"Woodward County, OK"	"40153"	"Dec"	"12"	46.30
"Total"	"Woodward County, OK"	"40153"			70.92
	"Baker County, OR"	"41001"	"Jan"	"1"	32.67
	"Baker County, OR"	"41001"	"Feb"	"2"	36.62
	"Baker County, OR"	"41001"	"Mar"	"3"	44.42
	"Baker County, OR"	"41001"	"Apr"	"4"	51.84
	"Baker County, OR"	"41001"	"May"	"5"	60.23
	"Baker County, OR"	"41001"	"Jun"	"6"	68.37
	"Baker County, OR"	"41001"	"Jul"	"7"	78.58
	"Baker County, OR"	"41001"	"Aug"	"8"	78.65
	"Baker County, OR"	"41001"	"Sep"	"9"	69.95
	"Baker County, OR"	"41001"	"Oct"	"10"	56.75
	"Baker County, OR"	"41001"	"Nov"	"11"	41.39
	"Baker County, OR"	"41001"	"Dec"	"12"	33.08
"Total"	"Baker County, OR"	"41001"			54.48
	"Benton County, OR"	"41003"	"Jan"	"1"	47.84
	"Benton County, OR"	"41003"	"Feb"	"2"	50.17
	"Benton County, OR"	"41003"	"Mar"	"3"	52.99
	"Benton County, OR"	"41003"	"Apr"	"4"	56.47
	"Benton County, OR"	"41003"	"May"	"5"	61.80
	"Benton County, OR"	"41003"	"Jun"	"6"	66.90
	"Benton County, OR"	"41003"	"Jul"	"7"	73.14
	"Benton County, OR"	"41003"	"Aug"	"8"	74.63
	"Benton County, OR"	"41003"	"Sep"	"9"	72.49
	"Benton County, OR"	"41003"	"Oct"	"10"	62.99
	"Benton County, OR"	"41003"	"Nov"	"11"	52.37
	"Benton County, OR"	"41003"	"Dec"	"12"	47.26
"Total"	"Benton County, OR"	"41003"			59.97
	"Clackamas County, OR"	"41005"	"Jan"	"1"	41.96
	"Clackamas County, OR"	"41005"	"Feb"	"2"	44.41
	"Clackamas County, OR"	"41005"	"Mar"	"3"	47.99
	"Clackamas County, OR"	"41005"	"Apr"	"4"	52.49
	"Clackamas County, OR"	"41005"	"May"	"5"	58.83
	"Clackamas County, OR"	"41005"	"Jun"	"6"	64.02
	"Clackamas County, OR"	"41005"	"Jul"	"7"	70.68
	"Clackamas County, OR"	"41005"	"Aug"	"8"	71.46
	"Clackamas County, OR"	"41005"	"Sep"	"9"	67.78
	"Clackamas County, OR"	"41005"	"Oct"	"10"	57.73
	"Clackamas County, OR"	"41005"	"Nov"	"11"	46.86
	"Clackamas County, OR"	"41005"	"Dec"	"12"	41.68
"Total"	"Clackamas County, OR"	"41005"			55.55
	"Clatsop County, OR"	"41007"	"Jan"	"1"	46.32
	"Clatsop County, OR"	"41007"	"Feb"	"2"	47.98
	"Clatsop County, OR"	"41007"	"Mar"	"3"	50.36
	"Clatsop County, OR"	"41007"	"Apr"	"4"	53.50
	"Clatsop County, OR"	"41007"	"May"	"5"	58.38
	"Clatsop County, OR"	"41007"	"Jun"	"6"	62.55
	"Clatsop County, OR"	"41007"	"Jul"	"7"	67.24
	"Clatsop County, OR"	"41007"	"Aug"	"8"	68.62
	"Clatsop County, OR"	"41007"	"Sep"	"9"	67.02
	"Clatsop County, OR"	"41007"	"Oct"	"10"	59.19
	"Clatsop County, OR"	"41007"	"Nov"	"11"	50.52
	"Clatsop County, OR"	"41007"	"Dec"	"12"	46.10
"Total"	"Clatsop County, OR"	"41007"			56.53
	"Columbia County, OR"	"41009"	"Jan"	"1"	45.95
	"Columbia County, OR"	"41009"	"Feb"	"2"	48.57
	"Columbia County, OR"	"41009"	"Mar"	"3"	51.95
	"Columbia County, OR"	"41009"	"Apr"	"4"	55.94
	"Columbia County, OR"	"41009"	"May"	"5"	61.49
	"Columbia County, OR"	"41009"	"Jun"	"6"	66.10
	"Columbia County, OR"	"41009"	"Jul"	"7"	71.55
	"Columbia County, OR"	"41009"	"Aug"	"8"	72.80
	"Columbia County, OR"	"41009"	"Sep"	"9"	70.34
	"Columbia County, OR"	"41009"	"Oct"	"10"	60.97
	"Columbia County, OR"	"41009"	"Nov"	"11"	50.78
	"Columbia County, OR"	"41009"	"Dec"	"12"	45.61
"Total"	"Columbia County, OR"	"41009"			58.55
	"Coos County, OR"	"41011"	"Jan"	"1"	49.91
	"Coos County, OR"	"41011"	"Feb"	"2"	50.59
	"Coos County, OR"	"41011"	"Mar"	"3"	52.02
	"Coos County, OR"	"41011"	"Apr"	"4"	54.54
	"Coos County, OR"	"41011"	"May"	"5"	59.14
	"Coos County, OR"	"41011"	"Jun"	"6"	63.55
	"Coos County, OR"	"41011"	"Jul"	"7"	68.63
	"Coos County, OR"	"41011"	"Aug"	"8"	70.37
	"Coos County, OR"	"41011"	"Sep"	"9"	70.02
	"Coos County, OR"	"41011"	"Oct"	"10"	62.81
	"Coos County, OR"	"41011"	"Nov"	"11"	53.61
	"Coos County, OR"	"41011"	"Dec"	"12"	49.83
"Total"	"Coos County, OR"	"41011"			58.79
	"Crook County, OR"	"41013"	"Jan"	"1"	36.20
	"Crook County, OR"	"41013"	"Feb"	"2"	40.26
	"Crook County, OR"	"41013"	"Mar"	"3"	46.41
	"Crook County, OR"	"41013"	"Apr"	"4"	52.29
	"Crook County, OR"	"41013"	"May"	"5"	60.23
	"Crook County, OR"	"41013"	"Jun"	"6"	68.12
	"Crook County, OR"	"41013"	"Jul"	"7"	77.83
	"Crook County, OR"	"41013"	"Aug"	"8"	77.60
	"Crook County, OR"	"41013"	"Sep"	"9"	70.13
	"Crook County, OR"	"41013"	"Oct"	"10"	57.60
	"Crook County, OR"	"41013"	"Nov"	"11"	43.60
	"Crook County, OR"	"41013"	"Dec"	"12"	36.18
"Total"	"Crook County, OR"	"41013"			55.62
	"Curry County, OR"	"41015"	"Jan"	"1"	47.97
	"Curry County, OR"	"41015"	"Feb"	"2"	48.30
	"Curry County, OR"	"41015"	"Mar"	"3"	49.46
	"Curry County, OR"	"41015"	"Apr"	"4"	51.87
	"Curry County, OR"	"41015"	"May"	"5"	56.65
	"Curry County, OR"	"41015"	"Jun"	"6"	61.38
	"Curry County, OR"	"41015"	"Jul"	"7"	66.99
	"Curry County, OR"	"41015"	"Aug"	"8"	68.53
	"Curry County, OR"	"41015"	"Sep"	"9"	67.99
	"Curry County, OR"	"41015"	"Oct"	"10"	60.60
	"Curry County, OR"	"41015"	"Nov"	"11"	51.51
	"Curry County, OR"	"41015"	"Dec"	"12"	47.98
"Total"	"Curry County, OR"	"41015"			56.65
	"Deschutes County, OR"	"41017"	"Jan"	"1"	36.51
	"Deschutes County, OR"	"41017"	"Feb"	"2"	39.66
	"Deschutes County, OR"	"41017"	"Mar"	"3"	45.04
	"Deschutes County, OR"	"41017"	"Apr"	"4"	50.65
	"Deschutes County, OR"	"41017"	"May"	"5"	58.56
	"Deschutes County, OR"	"41017"	"Jun"	"6"	66.20
	"Deschutes County, OR"	"41017"	"Jul"	"7"	75.43
	"Deschutes County, OR"	"41017"	"Aug"	"8"	75.32
	"Deschutes County, OR"	"41017"	"Sep"	"9"	68.96
	"Deschutes County, OR"	"41017"	"Oct"	"10"	56.84
	"Deschutes County, OR"	"41017"	"Nov"	"11"	43.07
	"Deschutes County, OR"	"41017"	"Dec"	"12"	36.27
"Total"	"Deschutes County, OR"	"41017"			54.46
	"Douglas County, OR"	"41019"	"Jan"	"1"	46.97
	"Douglas County, OR"	"41019"	"Feb"	"2"	48.29
	"Douglas County, OR"	"41019"	"Mar"	"3"	50.64
	"Douglas County, OR"	"41019"	"Apr"	"4"	54.28
	"Douglas County, OR"	"41019"	"May"	"5"	60.37
	"Douglas County, OR"	"41019"	"Jun"	"6"	66.14
	"Douglas County, OR"	"41019"	"Jul"	"7"	73.30
	"Douglas County, OR"	"41019"	"Aug"	"8"	74.74
	"Douglas County, OR"	"41019"	"Sep"	"9"	72.71
	"Douglas County, OR"	"41019"	"Oct"	"10"	62.80
	"Douglas County, OR"	"41019"	"Nov"	"11"	51.01
	"Douglas County, OR"	"41019"	"Dec"	"12"	46.58
"Total"	"Douglas County, OR"	"41019"			59.04
	"Gilliam County, OR"	"41021"	"Jan"	"1"	38.65
	"Gilliam County, OR"	"41021"	"Feb"	"2"	44.09
	"Gilliam County, OR"	"41021"	"Mar"	"3"	51.70
	"Gilliam County, OR"	"41021"	"Apr"	"4"	58.07
	"Gilliam County, OR"	"41021"	"May"	"5"	66.11
	"Gilliam County, OR"	"41021"	"Jun"	"6"	73.68
	"Gilliam County, OR"	"41021"	"Jul"	"7"	83.48
	"Gilliam County, OR"	"41021"	"Aug"	"8"	83.39
	"Gilliam County, OR"	"41021"	"Sep"	"9"	75.29
	"Gilliam County, OR"	"41021"	"Oct"	"10"	61.79
	"Gilliam County, OR"	"41021"	"Nov"	"11"	47.80
	"Gilliam County, OR"	"41021"	"Dec"	"12"	39.01
"Total"	"Gilliam County, OR"	"41021"			60.34
	"Grant County, OR"	"41023"	"Jan"	"1"	34.50
	"Grant County, OR"	"41023"	"Feb"	"2"	37.72
	"Grant County, OR"	"41023"	"Mar"	"3"	44.07
	"Grant County, OR"	"41023"	"Apr"	"4"	50.56
	"Grant County, OR"	"41023"	"May"	"5"	58.59
	"Grant County, OR"	"41023"	"Jun"	"6"	66.22
	"Grant County, OR"	"41023"	"Jul"	"7"	75.95
	"Grant County, OR"	"41023"	"Aug"	"8"	75.95
	"Grant County, OR"	"41023"	"Sep"	"9"	68.22
	"Grant County, OR"	"41023"	"Oct"	"10"	56.01
	"Grant County, OR"	"41023"	"Nov"	"11"	42.15
	"Grant County, OR"	"41023"	"Dec"	"12"	35.12
"Total"	"Grant County, OR"	"41023"			53.84
	"Harney County, OR"	"41025"	"Jan"	"1"	33.86
	"Harney County, OR"	"41025"	"Feb"	"2"	37.90
	"Harney County, OR"	"41025"	"Mar"	"3"	45.69
	"Harney County, OR"	"41025"	"Apr"	"4"	52.65
	"Harney County, OR"	"41025"	"May"	"5"	61.48
	"Harney County, OR"	"41025"	"Jun"	"6"	70.32
	"Harney County, OR"	"41025"	"Jul"	"7"	80.59
	"Harney County, OR"	"41025"	"Aug"	"8"	79.57
	"Harney County, OR"	"41025"	"Sep"	"9"	71.20
	"Harney County, OR"	"41025"	"Oct"	"10"	58.08
	"Harney County, OR"	"41025"	"Nov"	"11"	42.96
	"Harney County, OR"	"41025"	"Dec"	"12"	34.47
"Total"	"Harney County, OR"	"41025"			55.83
	"Hood River County, OR"	"41027"	"Jan"	"1"	36.11
	"Hood River County, OR"	"41027"	"Feb"	"2"	40.76
	"Hood River County, OR"	"41027"	"Mar"	"3"	46.85
	"Hood River County, OR"	"41027"	"Apr"	"4"	52.48
	"Hood River County, OR"	"41027"	"May"	"5"	59.36
	"Hood River County, OR"	"41027"	"Jun"	"6"	65.13
	"Hood River County, OR"	"41027"	"Jul"	"7"	73.18
	"Hood River County, OR"	"41027"	"Aug"	"8"	74.57
	"Hood River County, OR"	"41027"	"Sep"	"9"	69.37
	"Hood River County, OR"	"41027"	"Oct"	"10"	57.07
	"Hood River County, OR"	"41027"	"Nov"	"11"	43.65
	"Hood River County, OR"	"41027"	"Dec"	"12"	36.01
"Total"	"Hood River County, OR"	"41027"			54.61
	"Jackson County, OR"	"41029"	"Jan"	"1"	44.11
	"Jackson County, OR"	"41029"	"Feb"	"2"	46.07
	"Jackson County, OR"	"41029"	"Mar"	"3"	49.46
	"Jackson County, OR"	"41029"	"Apr"	"4"	54.03
	"Jackson County, OR"	"41029"	"May"	"5"	61.14
	"Jackson County, OR"	"41029"	"Jun"	"6"	68.21
	"Jackson County, OR"	"41029"	"Jul"	"7"	77.20
	"Jackson County, OR"	"41029"	"Aug"	"8"	78.90
	"Jackson County, OR"	"41029"	"Sep"	"9"	75.22
	"Jackson County, OR"	"41029"	"Oct"	"10"	63.35
	"Jackson County, OR"	"41029"	"Nov"	"11"	49.21
	"Jackson County, OR"	"41029"	"Dec"	"12"	43.64
"Total"	"Jackson County, OR"	"41029"			59.28
	"Jefferson County, OR"	"41031"	"Jan"	"1"	39.22
	"Jefferson County, OR"	"41031"	"Feb"	"2"	42.72
	"Jefferson County, OR"	"41031"	"Mar"	"3"	48.15
	"Jefferson County, OR"	"41031"	"Apr"	"4"	53.57
	"Jefferson County, OR"	"41031"	"May"	"5"	61.02
	"Jefferson County, OR"	"41031"	"Jun"	"6"	68.09
	"Jefferson County, OR"	"41031"	"Jul"	"7"	77.12
	"Jefferson County, OR"	"41031"	"Aug"	"8"	77.36
	"Jefferson County, OR"	"41031"	"Sep"	"9"	71.05
	"Jefferson County, OR"	"41031"	"Oct"	"10"	58.86
	"Jefferson County, OR"	"41031"	"Nov"	"11"	45.87
	"Jefferson County, OR"	"41031"	"Dec"	"12"	39.16
"Total"	"Jefferson County, OR"	"41031"			56.93
	"Josephine County, OR"	"41033"	"Jan"	"1"	46.72
	"Josephine County, OR"	"41033"	"Feb"	"2"	47.88
	"Josephine County, OR"	"41033"	"Mar"	"3"	50.22
	"Josephine County, OR"	"41033"	"Apr"	"4"	53.96
	"Josephine County, OR"	"41033"	"May"	"5"	60.50
	"Josephine County, OR"	"41033"	"Jun"	"6"	66.78
	"Josephine County, OR"	"41033"	"Jul"	"7"	74.89
	"Josephine County, OR"	"41033"	"Aug"	"8"	76.81
	"Josephine County, OR"	"41033"	"Sep"	"9"	74.93
	"Josephine County, OR"	"41033"	"Oct"	"10"	64.03
	"Josephine County, OR"	"41033"	"Nov"	"11"	51.02
	"Josephine County, OR"	"41033"	"Dec"	"12"	46.38
"Total"	"Josephine County, OR"	"41033"			59.57
	"Klamath County, OR"	"41035"	"Jan"	"1"	37.36
	"Klamath County, OR"	"41035"	"Feb"	"2"	39.51
	"Klamath County, OR"	"41035"	"Mar"	"3"	44.33
	"Klamath County, OR"	"41035"	"Apr"	"4"	49.97
	"Klamath County, OR"	"41035"	"May"	"5"	58.35
	"Klamath County, OR"	"41035"	"Jun"	"6"	66.40
	"Klamath County, OR"	"41035"	"Jul"	"7"	75.94
	"Klamath County, OR"	"41035"	"Aug"	"8"	76.15
	"Klamath County, OR"	"41035"	"Sep"	"9"	70.43
	"Klamath County, OR"	"41035"	"Oct"	"10"	58.25
	"Klamath County, OR"	"41035"	"Nov"	"11"	43.68
	"Klamath County, OR"	"41035"	"Dec"	"12"	37.05
"Total"	"Klamath County, OR"	"41035"			54.87
	"Lake County, OR"	"41037"	"Jan"	"1"	36.05
	"Lake County, OR"	"41037"	"Feb"	"2"	38.87
	"Lake County, OR"	"41037"	"Mar"	"3"	44.99
	"Lake County, OR"	"41037"	"Apr"	"4"	51.29
	"Lake County, OR"	"41037"	"May"	"5"	60.01
	"Lake County, OR"	"41037"	"Jun"	"6"	68.49
	"Lake County, OR"	"41037"	"Jul"	"7"	78.36
	"Lake County, OR"	"41037"	"Aug"	"8"	77.66
	"Lake County, OR"	"41037"	"Sep"	"9"	70.34
	"Lake County, OR"	"41037"	"Oct"	"10"	57.79
	"Lake County, OR"	"41037"	"Nov"	"11"	43.19
	"Lake County, OR"	"41037"	"Dec"	"12"	36.02
"Total"	"Lake County, OR"	"41037"			55.34
	"Lane County, OR"	"41039"	"Jan"	"1"	45.26
	"Lane County, OR"	"41039"	"Feb"	"2"	46.86
	"Lane County, OR"	"41039"	"Mar"	"3"	49.45
	"Lane County, OR"	"41039"	"Apr"	"4"	53.28
	"Lane County, OR"	"41039"	"May"	"5"	59.41
	"Lane County, OR"	"41039"	"Jun"	"6"	65.13
	"Lane County, OR"	"41039"	"Jul"	"7"	72.24
	"Lane County, OR"	"41039"	"Aug"	"8"	73.32
	"Lane County, OR"	"41039"	"Sep"	"9"	70.54
	"Lane County, OR"	"41039"	"Oct"	"10"	60.62
	"Lane County, OR"	"41039"	"Nov"	"11"	49.39
	"Lane County, OR"	"41039"	"Dec"	"12"	44.84
"Total"	"Lane County, OR"	"41039"			57.59
	"Lincoln County, OR"	"41041"	"Jan"	"1"	47.99
	"Lincoln County, OR"	"41041"	"Feb"	"2"	48.83
	"Lincoln County, OR"	"41041"	"Mar"	"3"	50.31
	"Lincoln County, OR"	"41041"	"Apr"	"4"	52.62
	"Lincoln County, OR"	"41041"	"May"	"5"	56.79
	"Lincoln County, OR"	"41041"	"Jun"	"6"	60.95
	"Lincoln County, OR"	"41041"	"Jul"	"7"	65.47
	"Lincoln County, OR"	"41041"	"Aug"	"8"	66.68
	"Lincoln County, OR"	"41041"	"Sep"	"9"	65.52
	"Lincoln County, OR"	"41041"	"Oct"	"10"	59.08
	"Lincoln County, OR"	"41041"	"Nov"	"11"	51.76
	"Lincoln County, OR"	"41041"	"Dec"	"12"	48.01
"Total"	"Lincoln County, OR"	"41041"			56.21
	"Linn County, OR"	"41043"	"Jan"	"1"	44.47
	"Linn County, OR"	"41043"	"Feb"	"2"	46.45
	"Linn County, OR"	"41043"	"Mar"	"3"	49.47
	"Linn County, OR"	"41043"	"Apr"	"4"	53.65
	"Linn County, OR"	"41043"	"May"	"5"	60.06
	"Linn County, OR"	"41043"	"Jun"	"6"	65.82
	"Linn County, OR"	"41043"	"Jul"	"7"	72.91
	"Linn County, OR"	"41043"	"Aug"	"8"	73.71
	"Linn County, OR"	"41043"	"Sep"	"9"	70.46
	"Linn County, OR"	"41043"	"Oct"	"10"	60.16
	"Linn County, OR"	"41043"	"Nov"	"11"	48.97
	"Linn County, OR"	"41043"	"Dec"	"12"	44.15
"Total"	"Linn County, OR"	"41043"			57.58
	"Malheur County, OR"	"41045"	"Jan"	"1"	33.82
	"Malheur County, OR"	"41045"	"Feb"	"2"	39.31
	"Malheur County, OR"	"41045"	"Mar"	"3"	48.26
	"Malheur County, OR"	"41045"	"Apr"	"4"	55.85
	"Malheur County, OR"	"41045"	"May"	"5"	64.95
	"Malheur County, OR"	"41045"	"Jun"	"6"	74.10
	"Malheur County, OR"	"41045"	"Jul"	"7"	84.67
	"Malheur County, OR"	"41045"	"Aug"	"8"	83.54
	"Malheur County, OR"	"41045"	"Sep"	"9"	74.24
	"Malheur County, OR"	"41045"	"Oct"	"10"	60.56
	"Malheur County, OR"	"41045"	"Nov"	"11"	44.71
	"Malheur County, OR"	"41045"	"Dec"	"12"	34.90
"Total"	"Malheur County, OR"	"41045"			58.34
	"Marion County, OR"	"41047"	"Jan"	"1"	44.10
	"Marion County, OR"	"41047"	"Feb"	"2"	46.53
	"Marion County, OR"	"41047"	"Mar"	"3"	49.90
	"Marion County, OR"	"41047"	"Apr"	"4"	54.18
	"Marion County, OR"	"41047"	"May"	"5"	60.54
	"Marion County, OR"	"41047"	"Jun"	"6"	66.10
	"Marion County, OR"	"41047"	"Jul"	"7"	72.86
	"Marion County, OR"	"41047"	"Aug"	"8"	73.67
	"Marion County, OR"	"41047"	"Sep"	"9"	70.45
	"Marion County, OR"	"41047"	"Oct"	"10"	60.11
	"Marion County, OR"	"41047"	"Nov"	"11"	48.97
	"Marion County, OR"	"41047"	"Dec"	"12"	43.74
"Total"	"Marion County, OR"	"41047"			57.65
	"Morrow County, OR"	"41049"	"Jan"	"1"	37.88
	"Morrow County, OR"	"41049"	"Feb"	"2"	43.46
	"Morrow County, OR"	"41049"	"Mar"	"3"	51.03
	"Morrow County, OR"	"41049"	"Apr"	"4"	57.55
	"Morrow County, OR"	"41049"	"May"	"5"	65.49
	"Morrow County, OR"	"41049"	"Jun"	"6"	73.21
	"Morrow County, OR"	"41049"	"Jul"	"7"	83.19
	"Morrow County, OR"	"41049"	"Aug"	"8"	83.17
	"Morrow County, OR"	"41049"	"Sep"	"9"	74.64
